GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US31055007001,31055007001,"Census Tract 70.01, Douglas County, Nebraska",3506,351,2697,335,450,282,0,10,142,74,0,10,84,91,133,82,0,10,133,82
1400000US31055007002,31055007002,"Census Tract 70.02, Douglas County, Nebraska",3301,213,2908,194,198,135,19,26,25,43,0,10,104,134,47,52,0,10,47,52
1400000US31055007003,31055007003,"Census Tract 70.03, Douglas County, Nebraska",2674,204,2533,210,52,46,0,10,28,43,0,10,36,42,25,25,6,10,19,23
1400000US31055007101,31055007101,"Census Tract 71.01, Douglas County, Nebraska",3292,248,2780,260,76,82,63,92,25,39,0,10,320,288,28,32,0,10,28,32
1400000US31055007102,31055007102,"Census Tract 71.02, Douglas County, Nebraska",3549,280,2939,315,0,10,64,66,77,72,0,10,428,330,41,37,0,10,41,37
1400000US31055007303,31055007303,"Census Tract 73.03, Douglas County, Nebraska",3028,279,2852,287,93,63,4,10,57,40,0,10,17,28,5,9,0,10,5,9
1400000US31055007304,31055007304,"Census Tract 73.04, Douglas County, Nebraska",1451,132,1219,152,134,88,0,10,0,10,0,10,39,57,59,53,0,10,59,53
1400000US31055007309,31055007309,"Census Tract 73.09, Douglas County, Nebraska",3933,231,3036,289,418,142,0,10,212,149,0,10,7,12,260,155,0,10,260,155
1400000US31055007310,31055007310,"Census Tract 73.10, Douglas County, Nebraska",2799,246,2166,302,323,195,0,10,9,15,0,10,33,47,268,203,63,92,205,186
1400000US31055007311,31055007311,"Census Tract 73.11, Douglas County, Nebraska",3563,283,2348,318,855,293,20,33,60,59,0,10,0,10,280,179,0,10,280,179
1400000US31055007312,31055007312,"Census Tract 73.12, Douglas County, Nebraska",1831,187,1348,157,238,119,0,10,25,30,0,10,33,40,187,117,23,37,164,113
1400000US31055007313,31055007313,"Census Tract 73.13, Douglas County, Nebraska",6540,327,4317,458,1748,373,0,14,225,114,40,47,15,23,195,128,0,14,195,128
1400000US31055007314,31055007314,"Census Tract 73.14, Douglas County, Nebraska",2873,189,2696,194,99,94,0,10,0,10,0,10,9,25,69,54,0,10,69,54
1400000US31055007315,31055007315,"Census Tract 73.15, Douglas County, Nebraska",3520,298,3091,272,275,260,9,15,53,67,0,10,0,10,92,119,0,10,92,119
1400000US31055007316,31055007316,"Census Tract 73.16, Douglas County, Nebraska",2931,237,2532,285,100,99,0,10,196,121,0,10,9,15,94,88,11,19,83,85
1400000US31055007317,31055007317,"Census Tract 73.17, Douglas County, Nebraska",4223,288,3814,286,296,189,0,10,0,10,0,10,32,52,81,49,0,10,81,49
1400000US31055007318,31055007318,"Census Tract 73.18, Douglas County, Nebraska",3691,228,3478,260,60,77,0,10,70,77,0,10,29,45,54,60,0,10,54,60
1400000US31055007405,31055007405,"Census Tract 74.05, Douglas County, Nebraska",2304,204,1929,203,203,74,36,31,92,73,0,10,25,25,19,16,3,5,16,13
1400000US31055007406,31055007406,"Census Tract 74.06, Douglas County, Nebraska",4942,346,4580,330,120,104,0,10,201,206,0,10,35,55,6,13,0,10,6,13
1400000US31055007407,31055007407,"Census Tract 74.07, Douglas County, Nebraska",3121,346,2590,286,326,360,0,10,155,206,0,10,0,10,50,63,10,15,40,60
1400000US31055007408,31055007408,"Census Tract 74.08, Douglas County, Nebraska",4102,271,3676,248,83,74,0,10,66,68,0,10,252,232,25,29,0,10,25,29
1400000US31055007409,31055007409,"Census Tract 74.09, Douglas County, Nebraska",2380,138,2261,145,64,65,0,10,0,10,0,10,0,10,55,40,0,10,55,40
1400000US31055007424,31055007424,"Census Tract 74.24, Douglas County, Nebraska",2928,217,2534,263,206,131,0,10,133,109,0,10,55,59,0,10,0,10,0,10
1400000US31055007429,31055007429,"Census Tract 74.29, Douglas County, Nebraska",3741,199,3592,209,0,10,24,33,47,47,0,10,0,10,78,49,0,10,78,49
1400000US31055007431,31055007431,"Census Tract 74.31, Douglas County, Nebraska",4166,256,3764,298,172,107,0,10,151,107,0,10,22,24,57,50,29,34,28,36
1400000US31055007432,31055007432,"Census Tract 74.32, Douglas County, Nebraska",3367,216,2793,317,365,228,0,10,32,54,0,10,118,118,59,68,0,10,59,68
1400000US31055007433,31055007433,"Census Tract 74.33, Douglas County, Nebraska",3948,289,3287,257,461,136,0,10,99,80,0,10,20,36,81,80,0,10,81,80
1400000US31055007434,31055007434,"Census Tract 74.34, Douglas County, Nebraska",3709,423,2617,403,676,347,40,55,52,57,0,10,100,81,224,128,0,10,224,128
1400000US31055007435,31055007435,"Census Tract 74.35, Douglas County, Nebraska",3847,254,3084,264,169,131,61,99,9,14,0,10,219,247,305,185,43,53,262,186
1400000US31055007436,31055007436,"Census Tract 74.36, Douglas County, Nebraska",4668,618,3080,584,1039,427,53,61,89,97,6,11,163,269,238,225,0,10,238,225
1400000US31055007438,31055007438,"Census Tract 74.38, Douglas County, Nebraska",1920,234,1900,229,5,9,0,10,0,10,0,10,10,16,5,8,5,8,0,10
1400000US31055007439,31055007439,"Census Tract 74.39, Douglas County, Nebraska",4616,185,4288,233,89,57,36,58,106,81,0,10,16,23,81,63,0,10,81,63
1400000US31055007440,31055007440,"Census Tract 74.40, Douglas County, Nebraska",1878,185,1394,208,335,183,0,10,14,17,9,10,44,51,82,90,0,10,82,90
1400000US31055007441,31055007441,"Census Tract 74.41, Douglas County, Nebraska",2631,242,2349,297,73,95,15,22,162,109,0,10,4,9,28,28,8,12,20,24
1400000US31055007442,31055007442,"Census Tract 74.42, Douglas County, Nebraska",4927,232,4761,247,7,12,33,48,27,34,7,12,6,10,86,78,0,10,86,78
1400000US31055007443,31055007443,"Census Tract 74.43, Douglas County, Nebraska",3473,180,2989,216,282,184,0,10,92,87,0,10,16,23,94,137,94,137,0,10
1400000US31055007444,31055007444,"Census Tract 74.44, Douglas County, Nebraska",4232,440,3227,487,303,156,0,10,659,251,0,10,13,21,30,35,0,10,30,35
1400000US31055007445,31055007445,"Census Tract 74.45, Douglas County, Nebraska",2357,204,1697,279,314,224,7,12,0,10,0,10,115,182,224,247,0,10,224,247
1400000US31055007446,31055007446,"Census Tract 74.46, Douglas County, Nebraska",3933,203,3813,213,19,21,0,10,92,113,6,10,0,10,3,5,0,10,3,5
1400000US31055007447,31055007447,"Census Tract 74.47, Douglas County, Nebraska",2969,171,2807,149,0,10,0,10,151,163,0,10,0,10,11,17,0,10,11,17
1400000US31055007448,31055007448,"Census Tract 74.48, Douglas County, Nebraska",2717,230,2673,231,11,18,15,24,0,10,0,10,0,10,18,29,18,29,0,10
1400000US31055007449,31055007449,"Census Tract 74.49, Douglas County, Nebraska",3226,177,3205,176,0,10,0,10,0,10,0,10,0,10,21,32,0,10,21,32
1400000US31055007450,31055007450,"Census Tract 74.50, Douglas County, Nebraska",3301,274,3072,297,142,97,22,27,35,39,0,10,0,10,30,31,0,10,30,31
1400000US31055007451,31055007451,"Census Tract 74.51, Douglas County, Nebraska",5065,363,4803,353,64,82,12,19,126,96,0,14,30,35,30,26,0,14,30,26
1400000US31055007452,31055007452,"Census Tract 74.52, Douglas County, Nebraska",5279,307,5023,312,24,24,9,15,191,129,0,14,0,14,32,52,0,14,32,52
1400000US31055007453,31055007453,"Census Tract 74.53, Douglas County, Nebraska",3471,163,3241,219,24,29,0,10,55,50,0,10,0,10,151,179,0,10,151,179
1400000US31055007454,31055007454,"Census Tract 74.54, Douglas County, Nebraska",4252,233,4071,216,27,28,0,10,42,41,0,10,9,13,103,117,0,10,103,117
1400000US31055007455,31055007455,"Census Tract 74.55, Douglas County, Nebraska",1582,189,1477,130,0,10,14,25,10,19,0,10,81,137,0,10,0,10,0,10
1400000US31055007456,31055007456,"Census Tract 74.56, Douglas County, Nebraska",2240,269,2042,283,60,59,19,29,0,10,0,10,119,147,0,10,0,10,0,10
1400000US31055007457,31055007457,"Census Tract 74.57, Douglas County, Nebraska",2700,155,2343,214,75,78,0,10,209,132,0,10,33,33,40,54,0,10,40,54
1400000US31055007458,31055007458,"Census Tract 74.58, Douglas County, Nebraska",2737,413,2571,408,46,36,13,23,34,29,0,10,53,60,20,20,0,10,20,20
1400000US31055007459,31055007459,"Census Tract 74.59, Douglas County, Nebraska",2974,214,2908,204,24,36,11,19,31,54,0,10,0,10,0,10,0,10,0,10
1400000US31055007460,31055007460,"Census Tract 74.60, Douglas County, Nebraska",4137,277,3879,293,0,10,0,10,167,112,0,10,22,33,69,50,36,37,33,36
1400000US31055007461,31055007461,"Census Tract 74.61, Douglas County, Nebraska",6118,185,5319,228,87,118,81,85,370,206,0,14,120,100,141,112,28,38,113,102
1400000US31055007462,31055007462,"Census Tract 74.62, Douglas County, Nebraska",4648,240,4282,292,125,117,6,10,90,74,0,10,15,23,130,87,0,10,130,87
1400000US31055007463,31055007463,"Census Tract 74.63, Douglas County, Nebraska",4451,243,3990,294,165,158,22,28,88,95,0,10,12,18,174,105,0,10,174,105
1400000US31055007464,31055007464,"Census Tract 74.64, Douglas County, Nebraska",2631,183,2530,180,83,112,0,10,18,20,0,10,0,10,0,10,0,10,0,10
1400000US31055007465,31055007465,"Census Tract 74.65, Douglas County, Nebraska",4286,362,3744,339,59,53,0,10,284,152,30,46,55,70,114,92,9,15,105,89
1400000US31055007466,31055007466,"Census Tract 74.66, Douglas County, Nebraska",5443,445,4916,442,67,79,42,48,168,143,0,14,174,169,76,83,0,14,76,83
1400000US31055007467,31055007467,"Census Tract 74.67, Douglas County, Nebraska",5224,426,4224,468,328,338,0,14,369,255,0,14,110,98,193,127,69,84,124,93
1400000US31055007468,31055007468,"Census Tract 74.68, Douglas County, Nebraska",2433,220,2201,199,46,43,0,10,34,38,0,10,152,178,0,10,0,10,0,10
1400000US31055007469,31055007469,"Census Tract 74.69, Douglas County, Nebraska",3385,198,3108,268,0,10,8,15,102,101,0,10,78,100,89,78,0,10,89,78
1400000US31055007470,31055007470,"Census Tract 74.70, Douglas County, Nebraska",5571,318,4658,420,385,207,10,18,405,171,0,14,39,36,74,57,10,16,64,54
1400000US31055007471,31055007471,"Census Tract 74.71, Douglas County, Nebraska",3378,213,2775,369,195,216,0,10,389,240,0,10,9,14,10,17,10,17,0,10
1400000US31055007472,31055007472,"Census Tract 74.72, Douglas County, Nebraska",4404,270,3959,320,138,148,57,70,50,42,93,99,24,29,83,68,0,10,83,68
1400000US31055007504,31055007504,"Census Tract 75.04, Douglas County, Nebraska",3056,258,3030,259,0,10,0,10,4,6,0,10,12,15,10,12,0,10,10,12
1400000US31055007505,31055007505,"Census Tract 75.05, Douglas County, Nebraska",3495,568,3369,573,0,10,7,12,0,10,0,10,0,10,119,104,15,23,104,104
1400000US31055007506,31055007506,"Census Tract 75.06, Douglas County, Nebraska",2090,175,1957,177,32,37,0,10,7,11,0,10,44,56,50,47,24,38,26,25
1400000US31055007508,31055007508,"Census Tract 75.08, Douglas County, Nebraska",2362,164,2350,159,2,3,0,10,0,10,0,10,2,5,8,12,0,10,8,12
1400000US31055007509,31055007509,"Census Tract 75.09, Douglas County, Nebraska",3906,235,3868,232,0,10,0,10,8,12,0,10,0,10,30,36,0,10,30,36
1400000US31055007511,31055007511,"Census Tract 75.11, Douglas County, Nebraska",4664,564,3831,592,93,74,0,10,550,307,28,40,23,34,139,100,22,34,117,93
1400000US31055007512,31055007512,"Census Tract 75.12, Douglas County, Nebraska",5529,382,5366,411,21,22,0,14,43,37,0,14,11,19,88,76,9,14,79,74
1400000US31055007513,31055007513,"Census Tract 75.13, Douglas County, Nebraska",4419,399,4178,386,39,39,0,10,106,103,0,10,79,91,17,30,0,10,17,30
1400000US31055007514,31055007514,"Census Tract 75.14, Douglas County, Nebraska",3109,153,2974,183,17,25,0,10,63,46,0,10,40,67,15,24,15,24,0,10
1400000US31055007515,31055007515,"Census Tract 75.15, Douglas County, Nebraska",3420,221,2990,294,146,214,0,10,153,108,0,10,0,10,131,90,12,20,119,87
1400000US31055007516,31055007516,"Census Tract 75.16, Douglas County, Nebraska",3185,233,3117,254,0,10,0,10,57,93,0,10,0,10,11,19,0,10,11,19
1400000US31055007517,31055007517,"Census Tract 75.17, Douglas County, Nebraska",4408,261,4199,299,14,25,0,10,0,10,0,10,91,144,104,92,0,10,104,92
1400000US31057962300,31057962300,"Census Tract 9623, Dundy County, Nebraska",1996,*****,1981,13,3,5,0,10,5,8,0,10,4,6,3,5,0,10,3,5
1400000US31059091600,31059091600,"Census Tract 916, Fillmore County, Nebraska",2204,136,2181,134,0,10,10,15,0,10,0,10,6,10,7,9,0,10,7,9
1400000US31059091700,31059091700,"Census Tract 917, Fillmore County, Nebraska",3663,136,3511,155,57,38,19,17,9,13,0,10,40,42,27,15,14,14,13,12
1400000US31061964600,31061964600,"Census Tract 9646, Franklin County, Nebraska",1309,84,1283,84,0,10,10,12,2,4,0,10,0,10,14,17,0,10,14,17
1400000US31061964700,31061964700,"Census Tract 9647, Franklin County, Nebraska",1887,84,1858,84,7,13,0,10,3,5,0,10,3,4,16,12,5,7,11,11
1400000US31063961100,31063961100,"Census Tract 9611, Frontier County, Nebraska",2693,99,2657,96,7,14,6,8,0,10,0,10,4,4,19,17,0,10,19,17
1400000US31065963900,31065963900,"Census Tract 9639, Furnas County, Nebraska",4922,*****,4803,23,7,11,61,20,4,8,0,10,25,19,22,18,5,7,17,14
1400000US31067964600,31067964600,"Census Tract 9646, Gage County, Nebraska",2551,171,2537,169,0,10,2,3,0,10,0,10,2,5,10,13,8,12,2,5
1400000US31067964700,31067964700,"Census Tract 9647, Gage County, Nebraska",3648,203,3584,199,10,14,8,11,3,8,0,10,13,15,30,33,3,4,27,32
1400000US31067964800,31067964800,"Census Tract 9648, Gage County, Nebraska",4049,289,3916,293,5,10,0,10,33,49,12,17,11,15,72,58,0,10,72,58
1400000US31067964900,31067964900,"Census Tract 9649, Gage County, Nebraska",3509,279,3461,276,7,9,0,10,0,10,0,10,0,10,41,47,6,11,35,47
1400000US31067965000,31067965000,"Census Tract 9650, Gage County, Nebraska",3551,223,3485,229,12,18,0,10,43,62,0,10,7,13,4,7,0,10,4,7
1400000US31067965100,31067965100,"Census Tract 9651, Gage County, Nebraska",2117,237,1932,238,0,10,12,18,5,9,0,10,12,18,156,70,0,10,156,70
1400000US31067965200,31067965200,"Census Tract 9652, Gage County, Nebraska",2784,166,2709,170,7,8,15,17,0,10,0,10,0,10,53,35,0,10,53,35
1400000US31069952100,31069952100,"Census Tract 9521, Garden County, Nebraska",2011,92,1960,96,0,10,0,10,13,17,2,5,0,10,36,20,0,10,36,20
1400000US31071973200,31071973200,"Census Tract 9732, Garfield County, Nebraska",2106,115,2078,113,13,15,0,10,0,10,0,10,0,10,15,19,0,10,15,19
1400000US31073967600,31073967600,"Census Tract 9676, Gosper County, Nebraska",2020,*****,1937,24,12,12,22,20,0,10,0,10,30,18,19,20,11,16,8,12
1400000US31075956300,31075956300,"Census Tract 9563, Grant County, Nebraska",608,89,607,89,0,10,0,10,0,10,0,10,0,10,1,2,0,10,1,2
1400000US31077970900,31077970900,"Census Tract 9709, Greeley County, Nebraska",2515,*****,2495,24,14,21,3,5,0,10,0,10,0,10,3,5,0,10,3,5
1400000US31079000100,31079000100,"Census Tract 1, Hall County, Nebraska",2440,179,2416,181,20,24,0,10,0,10,0,10,0,10,4,8,0,10,4,8
1400000US31079000200,31079000200,"Census Tract 2, Hall County, Nebraska",5563,560,4969,598,31,50,73,115,0,14,0,14,425,325,65,67,8,13,57,67
1400000US31079000300,31079000300,"Census Tract 3, Hall County, Nebraska",6696,533,6066,590,158,187,59,60,8,18,0,14,395,290,10,18,0,14,10,18
1400000US31079000400,31079000400,"Census Tract 4, Hall County, Nebraska",5242,345,5084,312,1,3,0,14,23,36,0,14,113,155,21,36,21,36,0,14
1400000US31079000500,31079000500,"Census Tract 5, Hall County, Nebraska",4477,223,4304,252,0,10,13,20,149,119,0,10,11,19,0,10,0,10,0,10
1400000US31079000600,31079000600,"Census Tract 6, Hall County, Nebraska",4467,358,4127,330,64,69,27,42,50,56,0,10,138,112,61,66,39,60,22,27
1400000US31079000700,31079000700,"Census Tract 7, Hall County, Nebraska",4128,396,3632,421,320,277,11,20,33,51,0,10,111,87,21,31,0,10,21,31
1400000US31079000800,31079000800,"Census Tract 8, Hall County, Nebraska",2926,204,2841,201,0,10,17,30,0,10,0,10,40,53,28,35,21,32,7,12
1400000US31079000900,31079000900,"Census Tract 9, Hall County, Nebraska",5350,475,4918,537,103,114,0,14,38,50,0,14,148,150,143,128,0,14,143,128
1400000US31079001000,31079001000,"Census Tract 10, Hall County, Nebraska",4641,387,3803,425,212,166,26,34,147,139,0,10,314,209,139,127,20,21,119,132
1400000US31079001100,31079001100,"Census Tract 11, Hall County, Nebraska",4458,409,3750,468,196,169,249,141,122,105,0,10,23,26,118,113,72,92,46,66
1400000US31079001200,31079001200,"Census Tract 12, Hall County, Nebraska",3579,207,3444,201,29,47,11,17,0,10,0,10,7,12,88,103,0,10,88,103
1400000US31079001300,31079001300,"Census Tract 13, Hall County, Nebraska",2752,222,2684,224,20,24,0,10,22,35,0,10,17,16,9,11,0,10,9,11
1400000US31079001400,31079001400,"Census Tract 14, Hall County, Nebraska",1962,200,1898,196,37,59,0,10,0,10,0,10,24,20,3,5,0,10,3,5
1400000US31081969100,31081969100,"Census Tract 9691, Hamilton County, Nebraska",1881,133,1862,128,0,10,0,10,2,3,0,10,11,14,6,7,0,10,6,7
1400000US31081969200,31081969200,"Census Tract 9692, Hamilton County, Nebraska",2548,161,2526,161,2,4,10,14,0,10,0,10,3,5,7,9,5,8,2,4
1400000US31081969300,31081969300,"Census Tract 9693, Hamilton County, Nebraska",4667,120,4562,121,14,16,5,9,5,10,0,10,1,2,80,30,29,36,51,25
1400000US31083964200,31083964200,"Census Tract 9642, Harlan County, Nebraska",3419,*****,3364,23,3,4,12,12,0,10,0,10,12,17,28,17,0,10,28,17
1400000US31085961500,31085961500,"Census Tract 9615, Hayes County, Nebraska",1037,99,1019,97,2,3,0,10,6,8,0,10,3,6,7,8,0,10,7,8
1400000US31087962700,31087962700,"Census Tract 9627, Hitchcock County, Nebraska",2898,*****,2848,28,3,5,12,14,7,9,0,10,8,18,20,17,0,10,20,17
1400000US31089974000,31089974000,"Census Tract 9740, Holt County, Nebraska",1490,201,1490,201,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US31089974100,31089974100,"Census Tract 9741, Holt County, Nebraska",2770,175,2752,175,0,10,0,10,1,2,0,10,5,9,12,13,0,10,12,13
1400000US31089974200,31089974200,"Census Tract 9742, Holt County, Nebraska",1867,160,1855,162,0,10,4,9,7,9,0,10,1,2,0,10,0,10,0,10
1400000US31089974300,31089974300,"Census Tract 9743, Holt County, Nebraska",4291,210,4000,253,2,4,74,33,11,11,0,10,181,109,23,25,5,10,18,22
1400000US31091956700,31091956700,"Census Tract 9567, Hooker County, Nebraska",689,88,680,88,0,10,2,3,5,6,0,10,1,3,1,2,0,10,1,2
1400000US31093970500,31093970500,"Census Tract 9705, Howard County, Nebraska",1763,130,1749,132,0,10,3,6,0,10,0,10,11,17,0,10,0,10,0,10
1400000US31093970600,31093970600,"Census Tract 9706, Howard County, Nebraska",4531,130,4432,130,36,36,35,27,9,10,0,10,3,6,16,14,0,10,16,14
1400000US31095963600,31095963600,"Census Tract 9636, Jefferson County, Nebraska",3300,162,3263,161,0,10,3,5,0,10,0,10,7,11,27,30,0,10,27,30
1400000US31095963700,31095963700,"Census Tract 9637, Jefferson County, Nebraska",2960,203,2896,207,0,10,0,10,47,54,0,10,0,10,17,29,0,10,17,29
1400000US31095963800,31095963800,"Census Tract 9638, Jefferson County, Nebraska",1312,147,1278,155,5,9,29,34,0,10,0,10,0,10,0,10,0,10,0,10
1400000US31097967500,31097967500,"Census Tract 9675, Johnson County, Nebraska",2096,142,2020,115,0,10,0,10,51,61,0,10,6,8,19,27,1,3,18,27
1400000US31097967600,31097967600,"Census Tract 9676, Johnson County, Nebraska",3092,142,2643,120,279,70,17,23,0,10,0,10,74,60,79,75,5,8,74,74
1400000US31099966600,31099966600,"Census Tract 9666, Kearney County, Nebraska",3695,166,3628,168,0,10,3,5,43,29,0,10,17,22,4,8,4,8,0,10
1400000US31099966700,31099966700,"Census Tract 9667, Kearney County, Nebraska",2819,166,2776,167,4,6,5,11,0,10,0,10,0,10,34,27,2,4,32,27
1400000US31101000100,31101000100,"Census Tract 1, Keith County, Nebraska",1451,124,1389,126,15,15,2,4,0,10,0,10,0,10,45,27,15,16,30,25
1400000US31101000200,31101000200,"Census Tract 2, Keith County, Nebraska",3244,133,3088,172,0,10,0,10,0,10,22,28,61,58,73,50,20,29,53,34
1400000US31101000300,31101000300,"Census Tract 3, Keith County, Nebraska",3589,66,3471,87,2,7,41,35,13,14,11,15,16,18,35,24,5,7,30,24
1400000US31103975400,31103975400,"Census Tract 9754, Keya Paha County, Nebraska",742,97,731,94,0,10,0,10,6,11,0,10,0,10,5,9,0,10,5,9
1400000US31105954500,31105954500,"Census Tract 9545, Kimball County, Nebraska",3789,*****,3634,43,30,37,57,39,3,4,0,10,42,37,23,27,0,10,23,27
1400000US31107976200,31107976200,"Census Tract 9762, Knox County, Nebraska",3112,146,3049,148,8,12,31,26,0,10,0,10,7,10,17,15,2,3,15,15
1400000US31107976300,31107976300,"Census Tract 9763, Knox County, Nebraska",2406,118,2342,115,1,3,30,27,8,11,0,10,0,10,25,25,0,10,25,25
1400000US31107976400,31107976400,"Census Tract 9764, Knox County, Nebraska",3130,166,2308,168,33,33,651,75,18,14,0,10,36,39,84,50,0,10,84,50
1400000US31109000100,31109000100,"Census Tract 1, Lancaster County, Nebraska",3681,274,3371,316,87,61,53,52,0,10,0,10,0,10,170,89,6,11,164,89
1400000US31109000201,31109000201,"Census Tract 2.01, Lancaster County, Nebraska",4645,285,4447,268,73,63,0,10,28,30,0,10,0,10,97,85,0,10,97,85
1400000US31109000202,31109000202,"Census Tract 2.02, Lancaster County, Nebraska",4286,446,3875,453,135,73,11,18,68,90,0,10,8,13,189,127,8,15,181,125
1400000US31109000300,31109000300,"Census Tract 3, Lancaster County, Nebraska",3236,243,2806,228,92,66,28,36,94,100,0,10,0,10,216,183,0,10,216,183
1400000US31109000400,31109000400,"Census Tract 4, Lancaster County, Nebraska",5488,458,3603,474,534,147,154,114,527,210,0,14,125,148,545,320,7,11,538,320
1400000US31109000500,31109000500,"Census Tract 5, Lancaster County, Nebraska",1766,331,1613,293,76,82,13,19,0,10,0,10,9,16,55,48,0,10,55,48
1400000US31109000600,31109000600,"Census Tract 6, Lancaster County, Nebraska",6313,981,5711,933,320,154,20,35,183,81,0,14,12,21,67,61,0,14,67,61
1400000US31109000700,31109000700,"Census Tract 7, Lancaster County, Nebraska",2508,348,1231,312,312,154,100,90,731,167,0,10,3,7,131,101,0,10,131,101
1400000US31109000800,31109000800,"Census Tract 8, Lancaster County, Nebraska",3228,386,2361,435,241,164,26,33,190,154,0,10,85,93,325,188,63,98,262,156
1400000US31109000900,31109000900,"Census Tract 9, Lancaster County, Nebraska",3645,303,3141,346,10,15,8,16,434,255,0,10,31,48,21,21,8,13,13,16
1400000US31109001001,31109001001,"Census Tract 10.01, Lancaster County, Nebraska",2531,284,2236,281,117,107,34,34,0,10,0,10,0,10,144,105,7,14,137,105
1400000US31109001002,31109001002,"Census Tract 10.02, Lancaster County, Nebraska",1538,206,1515,200,21,23,0,10,0,10,0,10,2,7,0,10,0,10,0,10
1400000US31109001003,31109001003,"Census Tract 10.03, Lancaster County, Nebraska",3467,349,3010,429,91,97,23,39,67,75,0,10,98,91,178,131,13,21,165,130
1400000US31109001101,31109001101,"Census Tract 11.01, Lancaster County, Nebraska",4534,233,4333,242,58,83,22,24,121,164,0,10,0,10,0,10,0,10,0,10
1400000US31109001102,31109001102,"Census Tract 11.02, Lancaster County, Nebraska",3412,182,3204,222,33,62,0,10,159,173,0,10,0,10,16,26,0,10,16,26
1400000US31109001200,31109001200,"Census Tract 12, Lancaster County, Nebraska",5589,432,5198,434,123,90,0,14,40,49,0,14,14,22,214,142,0,14,214,142
1400000US31109001301,31109001301,"Census Tract 13.01, Lancaster County, Nebraska",3353,205,3164,224,36,54,20,32,1,4,14,21,16,20,102,80,7,11,95,80
1400000US31109001302,31109001302,"Census Tract 13.02, Lancaster County, Nebraska",2856,111,2792,116,12,17,0,10,0,10,0,10,0,10,52,71,0,10,52,71
1400000US31109001400,31109001400,"Census Tract 14, Lancaster County, Nebraska",4800,290,4528,248,82,88,19,28,93,102,0,10,0,10,78,77,0,10,78,77
1400000US31109001500,31109001500,"Census Tract 15, Lancaster County, Nebraska",4280,410,3993,394,125,100,0,10,122,151,0,10,0,10,40,42,0,10,40,42
1400000US31109001600,31109001600,"Census Tract 16, Lancaster County, Nebraska",5627,532,5126,528,162,135,85,74,78,117,0,14,46,72,130,94,15,26,115,91
1400000US31109001700,31109001700,"Census Tract 17, Lancaster County, Nebraska",5271,483,3865,472,748,265,70,66,424,199,0,14,129,143,35,51,0,14,35,51
1400000US31109001800,31109001800,"Census Tract 18, Lancaster County, Nebraska",1578,303,1227,264,30,33,0,10,116,69,0,10,111,175,94,65,0,10,94,65
1400000US31109001900,31109001900,"Census Tract 19, Lancaster County, Nebraska",937,167,790,178,75,65,0,10,50,60,0,10,11,16,11,18,0,10,11,18
1400000US31109002001,31109002001,"Census Tract 20.01, Lancaster County, Nebraska",2454,416,1969,427,300,154,0,10,131,153,0,10,33,58,21,24,0,10,21,24
1400000US31109002002,31109002002,"Census Tract 20.02, Lancaster County, Nebraska",2839,279,2039,279,368,205,54,43,218,160,0,10,0,10,160,127,0,10,160,127
1400000US31109002100,31109002100,"Census Tract 21, Lancaster County, Nebraska",2178,399,1810,423,62,51,52,47,77,67,0,10,30,50,147,93,47,60,100,80
1400000US31109002200,31109002200,"Census Tract 22, Lancaster County, Nebraska",5402,600,4335,536,231,173,162,158,336,291,23,42,259,246,56,49,0,14,56,49
1400000US31109002300,31109002300,"Census Tract 23, Lancaster County, Nebraska",5853,369,5443,415,66,65,101,131,81,61,0,14,15,26,147,127,0,14,147,127
1400000US31109002400,31109002400,"Census Tract 24, Lancaster County, Nebraska",3107,150,2979,177,31,29,11,16,6,12,0,10,50,54,30,29,9,15,21,25
1400000US31109002500,31109002500,"Census Tract 25, Lancaster County, Nebraska",5675,322,5375,370,124,145,0,14,126,169,0,14,23,39,27,31,0,14,27,31
1400000US31109002701,31109002701,"Census Tract 27.01, Lancaster County, Nebraska",3396,428,2693,342,185,160,237,229,36,30,0,10,35,37,210,210,31,33,179,207
1400000US31109002702,31109002702,"Census Tract 27.02, Lancaster County, Nebraska",5368,300,5057,373,29,45,10,15,85,87,0,14,28,42,159,161,0,14,159,161
1400000US31109002800,31109002800,"Census Tract 28, Lancaster County, Nebraska",5739,291,5317,343,183,177,9,14,151,133,0,14,0,14,79,78,0,14,79,78
1400000US31109002900,31109002900,"Census Tract 29, Lancaster County, Nebraska",5239,514,4260,464,308,336,96,111,367,274,0,14,60,81,148,122,0,14,148,122
1400000US31109003001,31109003001,"Census Tract 30.01, Lancaster County, Nebraska",6423,321,5343,344,44,42,0,14,907,189,0,14,43,73,86,82,19,28,67,62
1400000US31109003002,31109003002,"Census Tract 30.02, Lancaster County, Nebraska",3262,260,2742,295,315,219,21,34,63,104,0,10,48,58,73,55,0,10,73,55
1400000US31109003003,31109003003,"Census Tract 30.03, Lancaster County, Nebraska",4663,383,3531,377,370,260,7,11,510,141,0,10,4,8,241,179,8,12,233,179
